Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2019,21,OAK,RB,13,13,242,1150,53,467,1.9,683,2.8,26,9.3,27,20,166,8,-17,-0.9,183,9.2,-1.3,4,5.0,3,11.1,0,89.4,AP ORoY-2,Josh Jacobs,JacoJo01
2020,22,LVR,RB,15,15,273,1065,61,525,1.9,540,2.0,20,13.7,45,33,238,9,0,0.0,238,7.2,0.7,4,8.3,2,4.4,0,85.2,PB,Josh Jacobs,JacoJo01
2021,23,LVR,RB,15,14,217,872,48,430,2.0,442,2.0,20,10.9,64,54,348,16,-43,-0.8,391,7.2,-0.4,9,6.0,5,7.8,1,82.8,,Josh Jacobs,JacoJo01
2022,24,LVR,RB,17,17,340,1653,93,832,2.4,821,2.4,31,11.0,64,53,400,16,26,0.5,374,7.1,0.5,2,26.5,4,6.3,0,92.7,"PB,AP-1,AP OPoY-5",Josh Jacobs,JacoJo01
2023,25,LVR,RB,13,13,233,805,34,451,1.9,354,1.5,10,23.3,54,37,296,15,3,0.1,293,7.9,0.7,3,12.3,5,9.3,2,66.6,,Josh Jacobs,JacoJo01
2024,26,GNB,RB,17,17,301,1329,75,592,2.0,737,2.4,35,8.6,43,36,342,18,-61,-1.7,403,11.2,-1.0,13,2.8,0,0.0,1,97.9,"PB,AP OPoY-11",Josh Jacobs,JacoJo01
2025,27,GNB,RB,15,15,234,929,55,459,2.0,470,2.0,16,14.6,44,36,282,8,-22,-0.6,304,8.4,-0.9,5,7.2,1,2.3,0,100.9,,Josh Jacobs,JacoJo01
