Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2018,29,TEN,QB,8,3,61,101,710,7.0,325,5.3,3.2,301,4.9,0,2,0,4,4.0,24,24.2,,,2.1,28,9,2,16,15.1,0,,,,,,,,,,,Blaine Gabbert,GabbBl00
2020,31,TAM,QB,4,0,9,16,108,6.8,63,7.0,3.9,80,8.9,0,0,0,1,6.3,5,31.3,11,68.8,1.6,8,1,0,2,10.5,2,9.0,0,0,0,0,0,0,2,30,,Blaine Gabbert,GabbBl00
2021,32,TAM,QB,6,0,7,11,90,8.2,28,4.0,2.5,39,5.6,1,0,0,0,0.0,2,18.2,7,63.6,2.0,3,1,0,2,16.7,0,,1,14,1,14,0,0,1,14,,Blaine Gabbert,GabbBl00
2022,33,TAM,QB,1,0,6,8,20,2.5,-8,-1.3,-1.0,37,6.2,0,0,0,1,12.5,0,0.0,8,100.0,1.7,2,0,0,0,0.0,0,,2,20,2,20,0,0,1,7,,Blaine Gabbert,GabbBl00
2023,34,KAN,QB,2,1,18,35,189,5.4,67,3.7,1.9,118,6.6,2,1,0,5,14.7,6,17.6,23,67.6,1.9,10,0,10,11,27.5,4,11.8,4,21,4,21,0,0,6,45,,Blaine Gabbert,GabbBl00
