Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2011,22,JAX,QB,15,14,65,61,75,71,66,84,103,79,75,,Blaine Gabbert,GabbBl00
2012,23,JAX,QB,10,10,76,77,86,85,91,88,110,92,90,,Blaine Gabbert,GabbBl00
2013,24,JAX,QB,3,3,63,56,35,36,51,63,4,53,33,,Blaine Gabbert,GabbBl00
2015,26,SFO,QB,8,8,100,93,97,92,101,89,98,83,95,,Blaine Gabbert,GabbBl00
2016,27,SFO,QB,6,5,69,74,68,71,77,85,75,97,71,,Blaine Gabbert,GabbBl00
2017,28,ARI,QB,5,5,83,71,79,72,72,90,80,59,76,,Blaine Gabbert,GabbBl00
2018,29,TEN,QB,8,3,80,86,76,80,88,94,73,114,80,,Blaine Gabbert,GabbBl00
