Season,Age,Team,Pos,G,GS,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,FF,Fmb,FR,FR_Yds,FR_TD,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,Awards,Player,PlayerID
2011,22,JAX,QB,15,14,0,0,0,0,0,0,14,3,-39,0,0.0,0,0,0,0,0,0,,Blaine Gabbert,GabbBl00
2012,23,JAX,QB,10,10,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,,Blaine Gabbert,GabbBl00
2013,24,JAX,QB,3,3,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,,Blaine Gabbert,GabbBl00
2015,26,SFO,QB,8,8,0,0,0,0,0,0,4,1,-15,0,0.0,0,0,0,0,0,0,,Blaine Gabbert,GabbBl00
2017,28,ARI,QB,5,5,0,0,0,0,0,0,7,3,-11,0,0.0,0,0,0,,,0,,Blaine Gabbert,GabbBl00
2020,31,TAM,QB,4,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,Blaine Gabbert,GabbBl00
