Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2012,30,PIT,QB,7,13,13,834,96%,0,0%,0,0%,Ben Roethlisberger,RoetBe00
2013,31,PIT,QB,7,16,16,1052,100%,0,0%,0,0%,Ben Roethlisberger,RoetBe00
2018,36,PIT,QB,7,16,16,1086,97%,0,0%,0,0%,Ben Roethlisberger,RoetBe00
2019,37,PIT,QB,7,2,2,95,77%,0,0%,0,0%,Ben Roethlisberger,RoetBe00
2020,38,PIT,QB,7,15,15,1010,98%,0,0%,0,0%,Ben Roethlisberger,RoetBe00
2021,39,PIT,QB,7,16,16,1076,99%,0,0%,0,0%,Ben Roethlisberger,RoetBe00
