Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2000,23,SEA,RB,16,1,64,313,2,20,45.3,50,4.9,19.6,4.0,11,5,41,8.2,0,2,18.2,18,0.3,2.6,45.5,3.7,69,5.1,354,2,2,3,,Shaun Alexander,AlexSh00
2001,24,SEA,RB,16,12,309,1318,14,64,42.7,88,4.3,82.4,19.3,59,44,343,7.8,2,15,42.4,28,2.8,21.4,74.6,5.8,353,4.7,1661,16,4,11,,Shaun Alexander,AlexSh00
2002,25,SEA,RB,16,16,295,1175,16,64,41.0,58,4.0,73.4,18.4,78,59,460,7.8,2,20,43.6,80,3.7,28.8,75.6,5.9,354,4.6,1635,18,3,11,,Shaun Alexander,AlexSh00
2003,26,SEA,RB,16,15,326,1435,14,81,46.6,55,4.4,89.7,20.4,59,42,295,7.0,2,17,45.8,22,2.6,18.4,71.2,5.0,368,4.7,1730,16,4,14,PB,Shaun Alexander,AlexSh00
2004,27,SEA,RB,16,16,353,1696,16,78,44.8,44,4.8,106.0,22.1,38,23,170,7.4,4,9,39.5,24,1.4,10.6,60.5,4.5,376,5.0,1866,20,5,12,"PB,AP-2",Shaun Alexander,AlexSh00
2005,28,SEA,RB,16,16,370,1880,27,109,52.7,88,5.1,117.5,23.1,29,15,78,5.2,1,3,34.5,9,0.9,4.9,51.7,2.7,385,5.1,1958,28,5,17,"PB,AP-1,AP MVP-1,AP OPoY-1",Shaun Alexander,AlexSh00
2006,29,SEA,RB,10,10,252,896,7,54,40.9,33,3.6,89.6,25.2,16,12,48,4.0,0,4,31.3,14,1.2,4.8,75.0,3.0,264,3.6,944,7,6,5,,Shaun Alexander,AlexSh00
2007,30,SEA,RB,13,10,207,716,4,39,35.3,25,3.5,55.1,15.9,25,14,76,5.4,1,4,20.0,18,1.1,5.8,56.0,3.0,221,3.6,792,5,2,4,,Shaun Alexander,AlexSh00
2008,31,WAS,RB,4,0,11,24,0,0,0.0,8,2.2,6.0,2.8,1,1,9,9.0,0,0,0.0,9,0.3,2.3,100.0,9.0,12,2.8,33,0,0,0,,Shaun Alexander,AlexSh00
