Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2023,24,TEN,QB,8,9,9,528,92%,0,0%,0,0%,Will Levis,LeviWi00
2024,25,TEN,QB,8,12,12,621,84%,0,0%,0,0%,Will Levis,LeviWi00
