Season,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds_Lost,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,Player,PlayerID
2023,24,TEN,QB,9,9,3-6-0,149,255,58.4,1808,8,3.1,4,1.6,81,37.1,61,7.1,7.01,12.1,200.9,84.2,34.0,28,185,9.89,5.73,5.66,1,1,6,,Will Levis,LeviWi00
2024,25,TEN,QB,12,12,2-10-0,190,301,63.1,2091,13,4.3,12,4.0,86,36.5,98,6.9,6.02,11.0,174.3,81.4,25.2,41,233,11.99,5.43,4.61,1,1,5,,Will Levis,LeviWi00
