Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec/G,Rec_Y/G,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2023,24,TEN,QB,9,9,25,57,1,7,36.0,11,2.3,6.3,2.8,0,0,0,0,0,0.0,0.0,25,2.3,57,1,7,,Will Levis,LeviWi00
2024,25,TEN,QB,12,12,45,183,0,20,48.9,21,4.1,15.3,3.8,0,0,0,0,0,0.0,0.0,45,4.1,183,0,10,,Will Levis,LeviWi00
