Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2023,21,DET,RB,15,3,182,945,10,46,46.7,36,5.2,63.0,12.1,71,52,316,6.1,1,24,46.5,24,3.5,21.1,73.2,4.5,234,5.4,1261,11,2,10,"PB,AP ORoY-4",Jahmyr Gibbs,GibbJa01
2024,22,DET,RB,17,4,250,1412,16,76,53.6,70,5.6,83.1,14.7,63,52,517,9.9,4,30,55.6,54,3.1,30.4,82.5,8.2,302,6.4,1929,20,1,17,"PB,AP OPoY-8",Jahmyr Gibbs,GibbJa01
2025,23,DET,RB,17,17,243,1223,13,56,48.1,78,5.0,71.9,14.3,94,77,616,8.0,5,28,50.0,42,4.5,36.2,81.9,6.6,320,5.7,1839,18,2,15,PB,Jahmyr Gibbs,GibbJa01
