Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2013,21,PIT,RB,26,13,13,677,77%,0,0%,0,0%,Le'Veon Bell,BellLe00
2015,23,PIT,RB,26,6,6,301,81%,0,0%,0,0%,Le'Veon Bell,BellLe00
2019,27,NYJ,RB,26,15,15,782,82%,0,0%,0,0%,Le'Veon Bell,BellLe00
2020,28,2TM,RB,,11,4,270,,0,,0,,Le'Veon Bell,BellLe00
2021,29,2TM,RB,,8,0,170,,0,,0,,Le'Veon Bell,BellLe00
