Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2013,21,PIT,RB,13,13,244,860,8,53,45.5,43,3.5,66.2,18.8,66,45,399,8.9,0,15,43.9,43,3.5,30.7,68.2,6.0,289,4.4,1259,8,1,8,,Le'Veon Bell,BellLe00
2014,22,PIT,RB,16,16,290,1361,8,75,49.3,81,4.7,85.1,18.1,105,83,854,10.3,3,41,60.0,48,5.2,53.4,79.0,8.1,373,5.9,2215,11,0,17,"PB,AP-1,AP OPoY-4",Le'Veon Bell,BellLe00
2015,23,PIT,RB,6,6,113,556,3,27,45.1,42,4.9,92.7,18.8,26,24,136,5.7,0,4,34.6,20,4.0,22.7,92.3,5.2,137,5.1,692,3,0,5,,Le'Veon Bell,BellLe00
2016,24,PIT,RB,12,12,261,1268,7,70,53.3,44,4.9,105.7,21.8,94,75,616,8.2,2,32,58.5,32,6.3,51.3,79.8,6.6,336,5.6,1884,9,4,15,"PB,AP-2,AP OPoY-6,AP CPoY-4",Le'Veon Bell,BellLe00
2017,25,PIT,RB,15,15,321,1291,9,71,45.5,27,4.0,86.1,21.4,106,85,655,7.7,2,32,56.6,42,5.7,43.7,80.2,6.2,406,4.8,1946,11,3,15,"PB,AP-1",Le'Veon Bell,BellLe00
2019,27,NYJ,RB,15,15,245,789,3,36,40.4,19,3.2,52.6,16.3,78,66,461,7.0,1,20,46.2,23,4.4,30.7,84.6,5.9,311,4.0,1250,4,1,5,,Le'Veon Bell,BellLe00
2020,28,2TM,RB,11,4,82,328,2,21,52.4,16,4.0,29.8,7.5,20,16,138,8.6,0,7,65.0,30,1.5,12.5,80.0,6.9,98,4.8,466,2,1,3,,Le'Veon Bell,BellLe00
2021,29,2TM,RB,8,0,39,101,2,9,46.2,12,2.6,12.6,4.9,7,5,30,6.0,1,3,42.9,15,0.6,3.8,71.4,4.3,44,3.0,131,3,0,0,,Le'Veon Bell,BellLe00
