Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2023,22,CAR,QB,16,16,66,61,72,67,78,74,109,74,73,,Bryce Young,YounBr01
2024,23,CAR,QB,14,12,83,86,86,88,84,95,98,100,88,,Bryce Young,YounBr01
2025,24,CAR,QB,16,16,83,88,88,91,95,103,98,111,94,,Bryce Young,YounBr01
