Season,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds_Lost,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,Player,PlayerID
2023,22,CAR,QB,16,16,2-14-0,315,527,59.8,2877,11,2.1,10,1.9,133,36.5,48,5.5,5.02,9.1,179.8,73.7,34.1,62,477,10.53,4.07,3.68,2,2,6,,Bryce Young,YounBr01
2024,23,CAR,QB,14,12,4-8-0,234,384,60.9,2403,15,3.9,9,2.3,117,39.0,83,6.3,5.98,10.3,171.6,82.2,50.7,29,186,7.02,5.37,5.11,1,4,8,,Bryce Young,YounBr01
2025,24,CAR,QB,13,13,7-6-0,245,387,63.3,2500,19,4.9,9,2.3,128,44.6,54,6.5,6.40,10.2,192.3,88.4,47.6,23,171,5.61,5.68,5.62,4,5,,,Bryce Young,YounBr01
