Season,Age,Team,Pos,G,GS,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,FF,Fmb,FR,FR_Yds,FR_TD,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,Awards,Player,PlayerID
2023,22,CAR,QB,16,16,0,0,0,0,0,0,11,4,0,0,0.0,0,0,0,0,0,0,,Bryce Young,YounBr01
2024,23,CAR,QB,14,12,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,,Bryce Young,YounBr01
2025,24,CAR,QB,16,16,0,0,0,0,0,0,7,1,-11,0,0.0,0,0,0,0,0,0,,Bryce Young,YounBr01
