Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2014,29,MIN,RB,28,1,1,43,73%,0,0%,0,0%,Adrian Peterson,PeteAd01
2016,31,MIN,RB,28,3,3,84,47%,0,0%,0,0%,Adrian Peterson,PeteAd01
2017,32,2TM,RB,,10,7,301,,0,,0,,Adrian Peterson,PeteAd01
2018,33,WAS,RB,26,16,16,479,47%,0,0%,0,0%,Adrian Peterson,PeteAd01
2019,34,WAS,RB,26,15,15,402,46%,0,0%,0,0%,Adrian Peterson,PeteAd01
2020,35,DET,RB,28,16,10,313,30%,0,0%,1,0%,Adrian Peterson,PeteAd01
2021,36,2TM,RB,,4,3,72,,0,,0,,Adrian Peterson,PeteAd01
