Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2018,33,WAS,RB,16,16,251,1042,47,572,2.3,470,1.9,20,12.6,26,20,208,9,7,0.4,201,10.1,0.3,7,2.9,3,11.5,0,112.3,AP CPoY-3,Adrian Peterson,PeteAd01
2019,34,WAS,RB,15,15,211,898,41,374,1.8,524,2.5,7,30.1,23,17,142,7,-19,-1.1,161,9.5,-1.9,6,2.8,1,4.3,0,89.4,,Adrian Peterson,PeteAd01
2020,35,DET,RB,16,10,156,604,34,346,2.2,258,1.7,11,14.2,18,12,101,4,-2,-0.2,103,8.6,-0.3,1,12.0,3,16.7,0,81.0,,Adrian Peterson,PeteAd01
2021,36,2TM,RB,4,3,38,98,6,39,1.0,59,1.6,1,38.0,4,4,8,0,-6,-1.5,14,3.5,-1.5,0,,0,0.0,0,79.2,,Adrian Peterson,PeteAd01
