Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2018,41,NWE,QB,16,16,375,570,4487,7.9,2234,6.0,3.9,2121,5.7,0,22,2,25,4.6,103,18.9,,,2.4,108,48,39,108,18.1,5,6.6,,,,,,,,,PB,Tom Brady,BradTo00
2019,42,NWE,QB,16,16,373,613,4638,7.6,2233,6.0,3.6,1824,4.9,6,40,0,34,5.9,118,20.6,419,73.1,2.5,198,55,37,119,18.5,3,11.0,21,119,21,119,0,0,124,980,,Tom Brady,BradTo00
2020,43,TAM,QB,16,16,401,610,5531,9.1,2833,7.1,4.6,1800,4.5,4,13,4,31,5.2,122,20.6,438,73.9,2.4,161,34,58,113,17.8,4,2.0,15,110,14,110,1,0,110,1119,,Tom Brady,BradTo00
2021,44,TAM,QB,17,17,485,719,5791,8.1,2762,5.7,3.8,2554,5.3,8,13,2,32,4.5,127,18.0,531,75.4,2.3,176,30,31,83,11.1,10,7.6,8,72,8,72,0,0,113,912,"PB,AP-2,AP MVP-2,AP OPoY-3",Tom Brady,BradTo00
2022,45,TAM,QB,17,17,490,733,4876,6.7,2379,4.9,3.2,2315,4.7,11,22,4,32,4.5,116,16.4,545,77.1,2.2,130,23,55,100,13.2,3,1.0,23,160,23,160,0,0,123,948,,Tom Brady,BradTo00
