Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2019,42,NWE,QB,12,16,16,1135,99%,0,0%,0,0%,Tom Brady,BradTo00
2020,43,TAM,QB,12,16,16,1024,95%,0,0%,0,0%,Tom Brady,BradTo00
2022,45,TAM,QB,12,17,17,1192,98%,0,0%,0,0%,Tom Brady,BradTo00
