Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2020,22,BAL,RB,15,1,134,805,38,411,3.1,394,2.9,7,19.1,24,18,120,4,-9,-0.5,129,7.2,0.0,2,9.0,4,16.7,0,85.4,,J.K. Dobbins,DobbJK00
2022,24,BAL,RB,8,8,92,520,29,319,3.5,201,2.2,9,10.2,8,7,42,6,3,0.4,39,5.6,0.5,1,7.0,0,0.0,0,128.1,,J.K. Dobbins,DobbJK00
2023,25,BAL,RB,1,1,8,22,1,18,2.3,4,0.5,0,,3,2,15,0,0,0.0,15,7.5,1.0,1,2.0,0,0.0,0,78.5,,J.K. Dobbins,DobbJK00
2024,26,LAC,RB,13,11,195,905,49,416,2.1,489,2.5,24,8.1,38,32,153,6,-51,-1.6,204,6.4,-1.2,1,32.0,2,5.3,0,83.4,AP CPoY-2,J.K. Dobbins,DobbJK00
2025,27,DEN,RB,10,9,153,772,37,398,2.6,374,2.4,9,17.0,14,11,37,0,-19,-1.7,56,5.1,-2.1,0,,1,7.1,0,79.2,,J.K. Dobbins,DobbJK00
