Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2022,24,TEN,LB,50,5,2,0,,215,,88,,Jack Gibbens,GibbJa00
2023,25,TEN,LB,50,14,13,0,,628,,198,,Jack Gibbens,GibbJa00
2024,26,TEN,LB,50,10,5,0,,235,,180,,Jack Gibbens,GibbJa00
2025,27,NWE,LB,51,17,8,0,,491,,281,,Jack Gibbens,GibbJa00
