Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2017,23,CHI,QB,10,12,12,724,100%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
2019,25,CHI,QB,10,15,15,942,93%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
2020,26,CHI,QB,10,10,9,570,83%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
2021,27,BUF,QB,10,6,0,33,8%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
2022,28,PIT,QB,10,7,5,356,82%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
2023,29,PIT,QB,10,5,2,202,64%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
2024,30,BUF,QB,11,9,0,102,18%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
2025,31,BUF,QB,11,4,0,98,35%,0,0%,0,0%,Mitchell Trubisky,TrubMi00
