Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_YAC,Rec_BrkTkl,Rec_Drops,Rec_Int,Awards,Player,PlayerID
2018,24,CHI,QB,14,14,68,421,29,306,4.5,115,1.7,1,68.0,0,0,0,0,0,0,0,0,0,PB,Mitchell Trubisky,TrubMi00
2019,25,CHI,QB,15,15,48,193,12,140,2.9,53,1.1,4,12.0,0,0,0,0,0,0,0,0,0,,Mitchell Trubisky,TrubMi00
2020,26,CHI,QB,10,9,33,195,12,145,4.4,50,1.5,2,16.5,0,0,0,0,0,0,0,0,0,,Mitchell Trubisky,TrubMi00
2021,27,BUF,QB,6,0,13,24,3,24,1.8,0,0.0,0,,0,0,0,0,0,0,0,0,0,,Mitchell Trubisky,TrubMi00
2022,28,PIT,QB,7,5,19,38,7,23,1.2,15,0.8,1,19.0,0,0,0,0,0,0,0,0,0,,Mitchell Trubisky,TrubMi00
2023,29,PIT,QB,5,2,16,54,6,43,2.7,11,0.7,1,16.0,0,0,0,0,0,0,0,0,0,,Mitchell Trubisky,TrubMi00
2024,30,BUF,QB,9,0,17,1,1,1,0.1,0,0.0,0,,0,0,0,0,0,0,0,0,0,,Mitchell Trubisky,TrubMi00
2025,31,BUF,QB,4,0,9,6,0,2,0.2,4,0.4,0,,0,0,0,0,0,0,0,0,0,,Mitchell Trubisky,TrubMi00
