Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2015,22,SDG,RB,14,12,184,641,0,36,42.4,27,3.5,45.8,13.1,37,33,192,5.8,0,8,48.6,18,2.4,13.7,89.2,5.2,217,3.8,833,0,6,5,,Melvin Gordon,GordMe00
2016,23,SDG,RB,13,11,254,997,10,62,42.9,48,3.9,76.7,19.5,57,41,419,10.2,2,21,57.9,35,3.2,32.2,71.9,7.4,295,4.8,1416,12,2,10,PB,Melvin Gordon,GordMe00
2017,24,LAC,RB,16,16,284,1105,8,61,39.8,87,3.9,69.1,17.8,83,58,476,8.2,4,22,39.8,49,3.6,29.8,69.9,5.7,342,4.6,1581,12,1,10,,Melvin Gordon,GordMe00
2018,25,LAC,RB,12,12,175,885,10,47,51.4,34,5.1,73.8,14.6,66,50,490,9.8,4,21,48.5,66,4.2,40.8,75.8,7.4,225,6.1,1375,14,1,11,PB,Melvin Gordon,GordMe00
2019,26,LAC,RB,12,11,162,612,8,39,49.4,24,3.8,51.0,13.5,55,42,296,7.0,1,11,47.3,25,3.5,24.7,76.4,5.4,204,4.5,908,9,4,6,,Melvin Gordon,GordMe00
2020,27,DEN,RB,15,10,215,986,9,46,44.2,65,4.6,65.7,14.3,44,32,158,4.9,1,7,29.5,20,2.1,10.5,72.7,3.6,247,4.6,1144,10,4,6,,Melvin Gordon,GordMe00
2021,28,DEN,RB,16,16,203,918,8,48,55.2,70,4.5,57.4,12.7,38,28,213,7.6,2,9,36.8,30,1.8,13.3,73.7,5.6,231,4.9,1131,10,3,7,,Melvin Gordon,GordMe00
2022,29,DEN,RB,10,6,90,318,2,15,50.0,17,3.5,31.8,9.0,32,25,223,8.9,0,11,46.9,24,2.5,22.3,78.1,7.0,115,4.7,541,2,5,3,,Melvin Gordon,GordMe00
2023,30,BAL,RB,4,0,26,81,1,4,30.8,22,3.1,20.3,6.5,3,3,46,15.3,0,3,100.0,23,0.8,11.5,100.0,15.3,29,4.4,127,1,1,1,,Melvin Gordon,GordMe00
