Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2013,24,NWE,TE,87,7,6,384,73%,0,0%,1,0%,Rob Gronkowski,GronRo00
2016,27,NWE,TE,87,8,6,352,67%,0,0%,3,1%,Rob Gronkowski,GronRo00
2018,29,NWE,TE,87,13,11,838,91%,2,0%,2,1%,Rob Gronkowski,GronRo00
2020,31,TAM,TE,87,16,16,808,75%,0,0%,2,0%,Rob Gronkowski,GronRo00
2021,32,TAM,TE,87,12,12,634,76%,0,0%,0,0%,Rob Gronkowski,GronRo00
