Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2024,24,WAS,QB,17,17,107,104,110,107,116,111,107,86,114,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1",Jayden Daniels,DaniJa02
2025,25,WAS,QB,7,7,92,92,97,97,84,96,110,87,94,,Jayden Daniels,DaniJa02
