Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec/G,Rec_Y/G,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2024,24,WAS,QB,17,17,148,891,6,64,62.8,46,6.0,52.4,8.7,0,0,0,0,0,0.0,0.0,148,6.0,891,6,5,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1",Jayden Daniels,DaniJa02
2025,25,WAS,QB,7,7,58,278,2,14,51.7,18,4.8,39.7,8.3,0,0,0,0,0,0.0,0.0,58,4.8,278,2,3,,Jayden Daniels,DaniJa02
