Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2020,21,IND,RB,15,13,232,1169,69,690,3.0,479,2.1,15,15.5,39,36,299,12,-68,-1.9,367,10.2,-1.3,3,12.0,1,2.6,0,107.2,,Jonathan Taylor,TaylJo02
2021,22,IND,RB,17,17,332,1811,107,870,2.6,941,2.8,25,13.3,51,40,360,12,-46,-1.2,406,10.2,-0.9,2,20.0,5,9.8,0,109.2,"PB,AP-1,AP OPoY-2",Jonathan Taylor,TaylJo02
2022,23,IND,RB,11,11,192,861,39,481,2.5,380,2.0,24,8.0,40,28,143,4,-61,-2.2,204,7.3,-1.7,3,9.3,1,2.5,1,64.9,,Jonathan Taylor,TaylJo02
2023,24,IND,RB,10,7,169,741,42,287,1.7,454,2.7,14,12.1,23,19,153,5,-21,-1.1,174,9.2,-0.9,5,3.8,2,8.7,0,108.9,,Jonathan Taylor,TaylJo02
2024,25,IND,RB,14,13,303,1431,71,859,2.8,572,1.9,15,20.2,31,18,136,7,-14,-0.8,150,8.3,-0.3,2,9.0,3,9.7,1,66.1,"PB,AP CPoY-19",Jonathan Taylor,TaylJo02
2025,26,IND,RB,17,17,323,1585,84,798,2.5,787,2.4,27,12.0,55,46,378,15,-56,-1.2,434,9.4,-0.9,8,5.8,4,7.3,0,107.4,PB,Jonathan Taylor,TaylJo02
