Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2022,22,ATL,TE,8,10,10,434,73%,0,0%,0,0%,Kyle Pitts,PittKy00
2023,23,ATL,TE,8,17,15,728,64%,0,0%,0,0%,Kyle Pitts,PittKy00
2024,24,ATL,TE,8,17,15,707,62%,0,0%,1,0%,Kyle Pitts,PittKy00
2025,25,ATL,TE,8,17,17,961,88%,0,0%,2,0%,Kyle Pitts,PittKy00
