Season,Age,Team,Pos,G,GS,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,fumbles,AV,Awards,Player,PlayerID
2021,21,ATL,TE,17,15,110,68,1026,15.1,1,43,50.9,61,4.0,60.4,61.8,9.3,0,0,0,0,,,,0.0,0.0,68,15.1,1026,1,0,8,PB,Kyle Pitts,PittKy00
2022,22,ATL,TE,10,10,59,28,356,12.7,2,20,42.4,33,2.8,35.6,47.5,6.0,0,0,0,0,,,,0.0,0.0,28,12.7,356,2,0,4,,Kyle Pitts,PittKy00
2023,23,ATL,TE,17,15,90,53,667,12.6,3,35,52.2,39,3.1,39.2,58.9,7.4,1,-4,0,0,0.0,-4,-4.0,-0.2,0.1,54,12.3,663,3,0,5,,Kyle Pitts,PittKy00
2024,24,ATL,TE,17,15,74,47,602,12.8,4,21,41.9,52,2.8,35.4,63.5,8.1,0,0,0,0,,,,0.0,0.0,47,12.8,602,4,0,5,,Kyle Pitts,PittKy00
2025,25,ATL,TE,17,17,118,88,928,10.5,5,51,55.1,36,5.2,54.6,74.6,7.9,0,0,0,0,,,,0.0,0.0,88,10.5,928,5,0,8,AP-2,Kyle Pitts,PittKy00
