Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2020,22,LAC,QB,15,15,396,595,4378,7.4,2121,5.4,3.6,2215,5.6,7,7,4,23,3.9,105,18.0,447,76.5,2.4,170,85,70,187,28.7,25,5.6,32,196,20,115,10,81,127,1140,AP ORoY-1,Justin Herbert,HerbJu00
2021,23,LAC,QB,17,17,443,672,5075,7.6,2627,5.9,3.9,2387,5.4,17,14,1,38,5.8,96,14.6,527,80.2,2.4,155,51,61,143,19.4,36,7.8,54,516,46,484,6,32,166,1515,PB,Justin Herbert,HerbJu00
2022,24,LAC,QB,17,17,477,699,4476,6.4,2246,4.7,3.2,2493,5.2,23,25,2,39,5.8,87,12.9,508,75.6,2.5,182,50,72,160,21.1,22,6.5,41,328,41,328,0,0,188,1435,AP MVP-9,Justin Herbert,HerbJu00
2023,25,LAC,QB,13,13,297,456,3479,7.6,1571,5.3,3.4,1563,5.3,11,11,0,22,4.9,71,16.0,339,76.2,2.4,158,36,42,107,20.9,27,8.4,68,435,60,402,7,33,80,517,,Justin Herbert,HerbJu00
2024,26,LAC,QB,17,17,332,504,4326,8.6,2182,6.6,4.3,1688,5.1,10,14,3,32,6.6,67,13.8,388,79.7,2.5,156,20,62,123,21.4,31,10.0,3,8,3,8,0,0,15,57,"AP MVP-9,AP CPoY-12",Justin Herbert,HerbJu00
2025,27,LAC,QB,16,16,340,512,4011,7.8,2070,6.1,4.0,1657,4.9,10,17,0,25,5.1,75,15.2,378,76.4,2.4,158,55,74,183,29.8,48,9.0,64,444,51,387,9,57,99,904,PB,Justin Herbert,HerbJu00
