Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2020,22,LAC,QB,15,15,55,234,20,177,3.2,57,1.0,2,27.5,0,0,0,0,0,,0,,,0,0,,0,,AP ORoY-1,Justin Herbert,HerbJu00
2021,23,LAC,QB,17,17,63,302,28,254,4.0,48,0.8,2,31.5,0,0,0,0,0,,0,,,0,0,,0,,PB,Justin Herbert,HerbJu00
2022,24,LAC,QB,17,17,54,147,17,138,2.6,9,0.2,0,,2,2,-10,0,-15,-7.5,5,2.5,-7.5,0,0,0.0,0,79.2,AP MVP-9,Justin Herbert,HerbJu00
2023,25,LAC,QB,13,13,52,228,16,175,3.4,53,1.0,2,26.0,1,1,10,1,-7,-7.0,17,17.0,-7.0,0,0,0.0,0,108.3,,Justin Herbert,HerbJu00
2024,26,LAC,QB,17,17,69,306,23,224,3.2,82,1.2,2,34.5,0,0,0,0,0,,0,,,0,0,,0,,"AP MVP-9,AP CPoY-12",Justin Herbert,HerbJu00
2025,27,LAC,QB,16,16,83,498,34,407,4.9,91,1.1,3,27.7,0,0,0,0,0,,0,,,0,0,,0,,PB,Justin Herbert,HerbJu00
