Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2020,22,LAC,QB,10,15,15,1097,100%,0,0%,0,0%,Justin Herbert,HerbJu00
2022,24,LAC,QB,10,17,17,1162,98%,0,0%,0,0%,Justin Herbert,HerbJu00
2023,25,LAC,QB,10,13,13,838,96%,0,0%,0,0%,Justin Herbert,HerbJu00
2024,26,LAC,QB,10,17,17,1045,98%,0,0%,0,0%,Justin Herbert,HerbJu00
2025,27,LAC,QB,10,14,14,916,97%,0,0%,0,0%,Justin Herbert,HerbJu00
