Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2020,22,LAC,QB,15,15,102,105,107,108,109,106,111,109,109,AP ORoY-1,Justin Herbert,HerbJu00
2021,23,LAC,QB,17,17,107,111,107,110,104,111,100,112,108,PB,Justin Herbert,HerbJu00
2022,24,LAC,QB,17,17,93,99,99,103,117,91,119,109,105,AP MVP-9,Justin Herbert,HerbJu00
2023,25,LAC,QB,13,13,97,98,104,104,104,104,118,106,107,,Justin Herbert,HerbJu00
2024,26,LAC,QB,17,17,112,110,120,118,104,103,132,96,116,"AP MVP-9,AP CPoY-12",Justin Herbert,HerbJu00
2025,27,LAC,QB,14,14,100,94,98,94,103,106,92,80,100,,Justin Herbert,HerbJu00
