Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2012,27,CAR,TE,88,16,16,1007,98%,0,0%,5,1%,Greg Olsen,OlseGr00
2013,28,CAR,TE,88,16,16,1000,97%,0,0%,4,1%,Greg Olsen,OlseGr00
2017,32,CAR,TE,88,7,7,358,77%,0,0%,2,1%,Greg Olsen,OlseGr00
2018,33,CAR,TE,88,9,9,429,77%,0,0%,1,0%,Greg Olsen,OlseGr00
2019,34,CAR,TE,88,14,14,790,81%,0,0%,2,1%,Greg Olsen,OlseGr00
2020,35,SEA,TE,88,11,8,429,59%,0,0%,6,2%,Greg Olsen,OlseGr00
