Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2018,22,BUF,QB,17,12,11,719,93%,0,0%,0,0%,Josh Allen,AlleJo02
2019,23,BUF,QB,17,16,16,988,92%,0,0%,0,0%,Josh Allen,AlleJo02
2021,25,BUF,QB,17,17,17,1161,97%,0,0%,0,0%,Josh Allen,AlleJo02
2023,27,BUF,QB,17,17,17,1126,97%,0,0%,0,0%,Josh Allen,AlleJo02
