Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2014,22,ATL,RB,16,0,65,248,1,10,27.7,31,3.8,15.5,4.1,37,30,225,7.5,1,8,45.9,36,1.9,14.1,81.1,6.1,95,5.0,473,2,1,4,,Devonta Freeman,FreeDe00
2015,23,ATL,RB,15,13,265,1056,11,71,45.7,39,4.0,70.4,17.7,97,73,578,7.9,3,21,52.6,44,4.9,38.5,75.3,6.0,338,4.8,1634,14,3,12,"PB,AP-2",Devonta Freeman,FreeDe00
2016,24,ATL,RB,16,16,227,1079,11,66,49.3,75,4.8,67.4,14.2,65,54,462,8.6,2,22,56.9,35,3.4,28.9,83.1,7.1,281,5.5,1541,13,1,15,PB,Devonta Freeman,FreeDe00
2017,25,ATL,RB,14,14,196,865,7,55,49.5,44,4.4,61.8,14.0,47,36,317,8.8,1,18,57.4,29,2.6,22.6,76.6,6.7,232,5.1,1182,8,4,9,,Devonta Freeman,FreeDe00
2018,26,ATL,RB,2,2,14,68,0,2,50.0,20,4.9,34.0,7.0,7,5,23,4.6,0,0,14.3,14,2.5,11.5,71.4,3.3,19,4.8,91,0,0,1,,Devonta Freeman,FreeDe00
2019,27,ATL,RB,14,14,184,656,2,31,41.8,28,3.6,46.9,13.1,70,59,410,6.9,4,17,48.6,28,4.2,29.3,84.3,5.9,243,4.4,1066,6,3,8,,Devonta Freeman,FreeDe00
2020,28,NYG,RB,5,4,54,172,1,9,42.6,14,3.2,34.4,10.8,10,7,58,8.3,0,3,50.0,18,1.4,11.6,70.0,5.8,61,3.8,230,1,0,1,,Devonta Freeman,FreeDe00
2021,29,BAL,RB,16,8,133,576,5,31,58.6,32,4.3,36.0,8.3,42,34,190,5.6,1,9,42.9,15,2.1,11.9,81.0,4.5,167,4.6,766,6,0,4,,Devonta Freeman,FreeDe00
