Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2018,26,ATL,RB,2,2,14,68,2,51,3.6,17,1.2,0,,7,5,23,0,3,0.6,20,4.0,0.1,1,5.0,1,14.3,0,75.3,,Devonta Freeman,FreeDe00
2019,27,ATL,RB,14,14,184,656,31,363,2.0,293,1.6,11,16.7,70,59,410,17,66,1.1,344,5.8,1.1,0,,1,1.4,1,104.2,,Devonta Freeman,FreeDe00
2020,28,NYG,RB,5,4,54,172,9,104,1.9,68,1.3,2,27.0,10,7,58,3,-12,-1.7,70,10.0,-1.4,0,,2,20.0,0,84.6,,Devonta Freeman,FreeDe00
2021,29,BAL,RB,16,8,133,576,31,371,2.8,205,1.5,3,44.3,42,34,190,9,12,0.4,178,5.2,1.0,4,8.5,1,2.4,0,93.5,,Devonta Freeman,FreeDe00
