Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2014,22,ATL,RB,24,16,0,234,22%,0,0%,84,19%,Devonta Freeman,FreeDe00
2017,25,ATL,RB,24,14,14,551,61%,0,0%,0,0%,Devonta Freeman,FreeDe00
2018,26,ATL,RB,24,2,2,67,47%,0,0%,0,0%,Devonta Freeman,FreeDe00
2019,27,ATL,RB,24,14,14,658,65%,0,0%,0,0%,Devonta Freeman,FreeDe00
2020,28,NYG,RB,31,5,4,136,46%,0,0%,0,0%,Devonta Freeman,FreeDe00
2021,29,BAL,RB,33,16,8,528,45%,0,0%,0,0%,Devonta Freeman,FreeDe00
