Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2020,24,CIN,QB,10,10,264,404,3438,8.5,1550,5.9,3.8,1138,4.3,4,8,3,19,4.8,58,14.8,296,75.3,2.3,138,30,47,109,24.1,16,5.2,38,185,34,170,2,15,78,503,,Joe Burrow,BurrJo01
2021,25,CIN,QB,16,16,366,520,4192,8.1,2332,6.4,4.5,2279,6.2,8,12,2,23,4.5,54,10.7,419,82.8,2.4,125,46,48,145,24.5,21,5.4,23,168,20,167,1,1,75,807,AP CPoY-1,Joe Burrow,BurrJo01
2022,26,CIN,QB,16,16,414,606,4121,6.8,2319,5.6,3.8,2156,5.2,24,17,1,34,5.8,76,12.9,465,79.1,2.2,110,22,48,111,16.5,27,7.5,65,432,58,414,2,18,95,619,"PB,AP MVP-4,AP OPoY-9",Joe Burrow,BurrJo01
2023,27,CIN,QB,10,10,244,365,2315,6.3,1070,4.4,2.9,1239,5.1,10,11,1,21,5.9,52,14.7,267,75.6,2.2,83,13,37,74,18.4,14,6.5,55,263,54,262,1,1,35,361,,Joe Burrow,BurrJo01
2024,28,CIN,QB,17,17,460,652,4603,7.1,2726,5.9,4.2,2192,4.8,10,20,1,30,4.8,73,11.6,507,80.3,2.2,164,38,69,155,21.5,22,9.3,0,0,0,0,0,0,0,0,"PB,AP MVP-4,AP OPoY-5,AP CPoY-1",Joe Burrow,BurrJo01
2025,29,CIN,QB,8,8,173,259,1856,7.2,985,5.7,3.8,824,4.8,5,11,0,9,3.6,28,11.3,186,75.0,2.3,56,17,28,62,21.7,10,3.8,34,190,31,187,1,3,19,131,PB,Joe Burrow,BurrJo01
