Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2020,24,CIN,QB,10,10,89,87,95,93,103,86,120,91,98,,Joe Burrow,BurrJo01
2021,25,CIN,QB,16,16,136,122,126,117,123,120,91,81,123,AP CPoY-1,Joe Burrow,BurrJo01
2022,26,CIN,QB,16,16,108,107,112,111,117,117,107,101,117,"PB,AP MVP-4,AP OPoY-9",Joe Burrow,BurrJo01
2023,27,CIN,QB,10,10,85,88,94,95,112,100,115,105,103,,Joe Burrow,BurrJo01
2024,28,CIN,QB,17,17,110,110,119,118,122,127,117,101,127,"PB,AP MVP-4,AP OPoY-5,AP CPoY-1",Joe Burrow,BurrJo01
2025,29,CIN,QB,8,8,98,100,106,107,107,124,104,105,114,PB,Joe Burrow,BurrJo01
