Season,Age,Team,Pos,G,GS,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,FF,Fmb,FR,FR_Yds,FR_TD,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,Awards,Player,PlayerID
2016,25,NWE,QB,6,2,0,0,0,0,0,0,2,0,-2,0,0.0,0,0,0,0,0,0,,Jimmy Garoppolo,GaroJi00
2017,26,SFO,QB,6,5,0,0,0,0,0,0,1,1,-1,0,0.0,0,0,0,0,0,0,,Jimmy Garoppolo,GaroJi00
2018,27,SFO,QB,3,3,0,0,0,0,0,0,4,1,-3,0,0.0,0,0,0,0,0,0,,Jimmy Garoppolo,GaroJi00
2019,28,SFO,QB,16,16,0,0,0,0,0,0,10,3,-21,0,0.0,0,0,0,0,0,0,AP CPoY-2,Jimmy Garoppolo,GaroJi00
2020,29,SFO,QB,6,6,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,Jimmy Garoppolo,GaroJi00
2021,30,SFO,QB,15,15,0,0,0,0,0,0,8,3,12,0,0.0,0,0,0,0,0,0,,Jimmy Garoppolo,GaroJi00
2022,31,SFO,QB,11,10,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,Jimmy Garoppolo,GaroJi00
2023,32,LVR,QB,7,6,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,Jimmy Garoppolo,GaroJi00
