Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2016,24,NWE,QB,3,2,103,89,104,95,96,48,142,69,93,,Jacoby Brissett,BrisJa00
2017,25,IND,QB,16,15,88,82,93,88,84,82,114,73,89,,Jacoby Brissett,BrisJa00
2019,27,IND,QB,15,15,86,91,95,97,85,94,116,106,94,,Jacoby Brissett,BrisJa00
2021,29,MIA,QB,11,5,70,70,77,77,90,77,109,89,81,,Jacoby Brissett,BrisJa00
2022,30,CLE,QB,16,11,100,101,102,102,97,87,115,102,98,,Jacoby Brissett,BrisJa00
2024,32,NWE,QB,8,5,60,60,74,72,77,64,131,77,76,,Jacoby Brissett,BrisJa00
2025,33,ARI,QB,14,12,97,94,102,99,100,102,109,91,103,,Jacoby Brissett,BrisJa00
