Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,AV,Player,PlayerID
22,NWE,NFL,QB,13,12,3-9-0,225,338,66.6,2276,15,4.4,10,3.0,112,46.0,40,6.7,6.29,10.1,175.1,88.1,55.2,34,229,9.14,5.50,5.10,0,0,8,"PB,AP ORoY-8",Drake Maye,MayeDr00
23,NWE,NFL,QB,13,13,11-2-0,276,386,71.5,3412,23,6.0,6,1.6,158,52.6,72,8.8,9.33,12.4,262.5,111.9,72.1,40,178,9.39,7.59,8.04,0,1,,,Drake Maye,MayeDr00
