Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,AV,Player,PlayerID
22,JAX,NFL,QB,17,17,3-14-0,359,602,59.6,3641,12,2.0,17,2.8,177,44.6,58,6.0,5.18,10.1,214.2,71.9,39.1,32,238,5.05,5.37,4.54,1,2,7,,Trevor Lawrence,LawrTr00
23,JAX,NFL,QB,17,17,9-8-0,387,584,66.3,4113,25,4.3,8,1.4,206,48.1,59,7.0,7.28,10.6,241.9,95.2,56.1,27,184,4.42,6.43,6.66,3,2,14,"PB,AP MVP-7,AP CPoY-12",Trevor Lawrence,LawrTr00
24,JAX,NFL,QB,16,16,8-8-0,370,564,65.6,4016,21,3.7,14,2.5,179,46.4,65,7.1,6.75,10.9,251.0,88.5,56.9,35,224,5.84,6.33,5.98,1,2,14,,Trevor Lawrence,LawrTr00
25,JAX,NFL,QB,10,10,2-8-0,172,284,60.6,2045,11,3.9,7,2.5,97,45.4,85,7.2,6.87,11.9,204.5,85.2,56.1,18,140,5.96,6.31,5.99,0,1,6,,Trevor Lawrence,LawrTr00
26,JAX,NFL,QB,13,13,9-4-0,253,425,59.5,2880,18,4.2,11,2.6,139,43.3,50,6.8,6.46,11.4,221.5,83.3,47.2,32,203,7.00,5.86,5.56,3,4,,,Trevor Lawrence,LawrTr00
