Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2022,24,PIT,RB,30,16,0,342,31%,0,0%,127,31%,Jaylen Warren,WarrJa01
2023,25,PIT,RB,30,17,0,519,49%,0,0%,66,15%,Jaylen Warren,WarrJa01
2024,26,PIT,RB,30,15,0,447,45%,0,0%,69,17%,Jaylen Warren,WarrJa01
2025,27,PIT,RB,30,16,15,489,50%,0,0%,29,7%,Jaylen Warren,WarrJa01
