Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2014,23,OAK,QB,4,16,16,989,96%,0,0%,0,0%,Derek Carr,CarrDe02
2018,27,OAK,QB,4,16,16,1030,99%,0,0%,0,0%,Derek Carr,CarrDe02
2019,28,OAK,QB,4,16,16,996,98%,0,0%,0,0%,Derek Carr,CarrDe02
2020,29,LVR,QB,4,16,16,1007,93%,0,0%,0,0%,Derek Carr,CarrDe02
2021,30,LVR,QB,4,17,17,1127,99%,0,0%,0,0%,Derek Carr,CarrDe02
2023,32,NOR,QB,4,17,17,978,85%,0,0%,0,0%,Derek Carr,CarrDe02
2024,33,NOR,QB,4,10,10,604,95%,0,0%,0,0%,Derek Carr,CarrDe02
