Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2021,23,GNB,QB,10,6,1,131,34%,0,0%,0,0%,Jordan Love,LoveJo03
2022,24,GNB,QB,10,4,0,26,11%,0,0%,0,0%,Jordan Love,LoveJo03
2023,25,GNB,QB,10,17,17,1083,99%,0,0%,0,0%,Jordan Love,LoveJo03
2024,26,GNB,QB,10,15,15,868,91%,0,0%,0,0%,Jordan Love,LoveJo03
2025,27,GNB,QB,10,15,15,894,94%,0,0%,0,0%,Jordan Love,LoveJo03
