Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2021,23,GNB,QB,6,1,36,62,488,7.9,178,4.9,2.9,233,6.5,0,2,0,2,3.3,15,25.0,40,66.7,2.4,29,9,7,19,27.1,5,6.6,2,0,2,0,0,0,10,104,,Jordan Love,LoveJo03
2022,24,GNB,QB,4,0,14,21,151,7.2,78,5.6,3.7,117,8.4,0,0,1,1,5.0,3,15.0,16,80.0,2.1,1,0,0,0,0.0,0,,0,0,0,0,0,0,1,63,,Jordan Love,LoveJo03
2023,25,GNB,QB,17,17,372,579,4902,8.5,2242,6.0,3.9,1917,5.2,8,18,2,29,5.2,98,17.5,428,76.6,2.5,215,47,42,119,18.8,24,8.5,75,535,63,495,9,40,113,1105,,Jordan Love,LoveJo03
2024,26,GNB,QB,15,15,268,425,3685,8.7,1735,6.5,4.1,1654,6.2,6,14,0,30,7.3,75,18.2,301,73.2,2.4,142,37,49,100,22.2,12,7.1,48,342,48,342,0,0,89,825,,Jordan Love,LoveJo03
2025,27,GNB,QB,14,14,283,426,3758,8.8,1823,6.4,4.3,1481,5.2,5,26,1,16,4.0,57,14.3,310,77.7,2.4,134,37,48,106,22.6,23,7.7,45,350,39,324,6,26,104,861,,Jordan Love,LoveJo03
