Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2021,23,GNB,QB,6,1,89,94,74,79,71,87,49,111,69,,Jordan Love,LoveJo03
2023,25,GNB,QB,17,17,103,107,110,112,99,118,109,114,112,,Jordan Love,LoveJo03
2024,26,GNB,QB,15,15,119,126,115,121,93,119,94,128,109,,Jordan Love,LoveJo03
2025,27,GNB,QB,15,15,114,117,117,119,106,108,114,116,114,,Jordan Love,LoveJo03
