Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2024,22,NWE,QB,13,12,54,421,22,335,6.2,86,1.6,2,27.0,0,0,0,0,0,,0,,,0,0,,0,,"PB,AP ORoY-8",Drake Maye,MayeDr00
2025,23,NWE,QB,17,17,103,450,38,335,3.3,115,1.1,2,51.5,1,1,2,0,-8,-8.0,10,10.0,-8.0,0,0,0.0,0,79.2,"PB,AP-2,AP MVP-2,AP OPoY-5",Drake Maye,MayeDr00
