Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,rec_yds_per_rec,Rec_TD,Rec_1D,rec_success,rec_long,Rec/G,Rec_Y/G,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2024,22,NWE,QB,13,12,54,421,2,22,64.8,41,7.8,32.4,4.2,0,0,0,,0,0,,,0.0,0.0,,,54,7.8,421,2,9,"PB,AP ORoY-8",Drake Maye,MayeDr00
2025,23,NWE,QB,17,17,103,450,4,38,47.6,28,4.4,26.5,6.1,1,1,2,2.0,0,0,0.0,2,0.1,0.1,100.0,2.0,104,4.3,452,4,8,"PB,AP-2,AP MVP-2,AP OPoY-5",Drake Maye,MayeDr00
