Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2024,22,NWE,QB,13,12,225,338,2442,7.2,1084,4.8,3.2,1192,5.3,7,14,1,11,3.4,53,16.4,246,76.2,2.3,96,23,26,83,19.9,45,9.0,0,0,0,0,0,0,0,0,"PB,AP ORoY-8",Drake Maye,MayeDr00
2025,23,NWE,QB,17,17,354,492,4484,9.1,2648,7.5,5.4,1746,4.9,11,20,0,13,2.8,65,13.8,373,79.0,2.4,158,42,42,131,21.8,62,6.9,39,279,32,235,7,44,103,1049,"PB,AP-2,AP MVP-2,AP OPoY-5",Drake Maye,MayeDr00
