Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2024,22,NWE,QB,13,12,93,89,91,88,107,102,86,84,96,"PB,AP ORoY-8",Drake Maye,MayeDr00
2025,23,NWE,QB,14,14,135,125,130,123,122,112,108,82,126,,Drake Maye,MayeDr00
