Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2013,28,ATL,QB,2,16,16,1065,99%,0,0%,0,0%,Matt Ryan,RyanMa00
2015,30,ATL,QB,2,16,16,1115,98%,0,0%,0,0%,Matt Ryan,RyanMa00
2017,32,ATL,QB,2,16,16,1024,100%,0,0%,0,0%,Matt Ryan,RyanMa00
2018,33,ATL,QB,2,16,16,1048,99%,0,0%,0,0%,Matt Ryan,RyanMa00
2019,34,ATL,QB,2,15,15,1065,98%,0,0%,0,0%,Matt Ryan,RyanMa00
2020,35,ATL,QB,2,16,16,1113,99%,0,0%,0,0%,Matt Ryan,RyanMa00
2021,36,ATL,QB,2,17,17,1023,97%,0,0%,0,0%,Matt Ryan,RyanMa00
2022,37,IND,QB,2,12,12,846,100%,0,0%,0,0%,Matt Ryan,RyanMa00
