Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2021,23,PIT,RB,17,17,307,1200,62,525,1.7,675,2.2,30,10.2,94,74,467,22,-32,-0.4,499,6.7,-0.1,17,4.4,7,7.4,0,98.0,PB,Najee Harris,HarrNa00
2022,24,PIT,RB,17,17,272,1034,45,577,2.1,457,1.7,21,13.0,53,41,229,16,18,0.4,211,5.1,1.7,4,10.3,3,5.7,0,103.4,,Najee Harris,HarrNa00
2023,25,PIT,RB,17,17,255,1035,52,417,1.6,618,2.4,30,8.5,38,29,170,10,-5,-0.2,175,6.0,0.2,6,4.8,2,5.3,0,84.3,,Najee Harris,HarrNa00
2024,26,PIT,RB,17,17,263,1043,51,502,1.9,541,2.1,22,12.0,48,36,283,14,-46,-1.3,329,9.1,-1.5,7,5.1,4,8.3,0,89.1,,Najee Harris,HarrNa00
2025,27,LAC,RB,3,0,15,61,3,30,2.0,31,2.1,0,,3,3,25,1,10,3.3,15,5.0,3.3,1,3.0,0,0.0,0,101.4,,Najee Harris,HarrNa00
