Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2023,22,HOU,QB,15,15,319,499,4484,9.0,2346,7.4,4.7,1762,5.5,9,16,6,18,3.8,95,19.9,357,74.8,2.5,126,47,38,123,22.0,23,6.4,34,344,31,343,1,1,94,1036,"PB,AP MVP-8,AP ORoY-1",C.J. Stroud,StroCJ00
2024,23,HOU,QB,17,17,336,532,4376,8.2,2063,6.1,3.9,1664,5.0,8,22,1,26,5.1,95,18.7,373,73.3,2.5,154,66,56,174,28.0,37,6.8,8,74,7,74,0,0,11,123,,C.J. Stroud,StroCJ00
2025,24,HOU,QB,14,14,273,423,3361,7.9,1676,6.1,4.0,1365,5.0,10,22,3,10,2.5,70,17.6,297,74.6,2.4,132,43,35,101,21.4,25,7.8,18,166,17,166,0,0,92,738,,C.J. Stroud,StroCJ00
