Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2018,22,SEA,TE,88,4,4,127,49%,0,0%,29,25%,Will Dissly,DissWi00
2019,23,SEA,TE,88,6,6,249,58%,0,0%,71,42%,Will Dissly,DissWi00
2020,24,SEA,TE,89,16,12,557,52%,0,0%,213,47%,Will Dissly,DissWi00
2021,25,SEA,TE,89,15,14,512,58%,0,0%,181,44%,Will Dissly,DissWi00
2022,26,SEA,TE,89,15,15,569,60%,0,0%,180,44%,Will Dissly,DissWi00
2023,27,SEA,TE,89,16,14,380,39%,0,0%,178,42%,Will Dissly,DissWi00
2024,28,LAC,TE,81,15,8,540,57%,0,0%,10,3%,Will Dissly,DissWi00
2025,29,LAC,TE,89,9,2,189,31%,0,0%,63,27%,Will Dissly,DissWi00
