Season,Age,Team,Pos,G,GS,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,fumbles,AV,Awards,Player,PlayerID
2018,22,SEA,TE,4,4,14,8,156,19.5,2,5,50.0,66,2.0,39.0,57.1,11.1,0,0,0,0,,,,0.0,0.0,8,19.5,156,2,0,1,,Will Dissly,DissWi00
2019,23,SEA,TE,6,6,27,23,262,11.4,4,14,66.7,38,3.8,43.7,85.2,9.7,1,7,0,0,100.0,7,7.0,1.2,0.2,24,11.2,269,4,1,2,,Will Dissly,DissWi00
2020,24,SEA,TE,16,12,29,24,251,10.5,2,12,62.1,28,1.5,15.7,82.8,8.7,0,0,0,0,,,,0.0,0.0,24,10.5,251,2,0,2,,Will Dissly,DissWi00
2021,25,SEA,TE,15,14,26,21,231,11.0,1,11,61.5,39,1.4,15.4,80.8,8.9,0,0,0,0,,,,0.0,0.0,21,11.0,231,1,1,2,,Will Dissly,DissWi00
2022,26,SEA,TE,15,15,38,34,349,10.3,3,20,73.7,38,2.3,23.3,89.5,9.2,0,0,0,0,,,,0.0,0.0,34,10.3,349,3,0,3,,Will Dissly,DissWi00
2023,27,SEA,TE,16,14,22,17,172,10.1,1,8,59.1,21,1.1,10.8,77.3,7.8,0,0,0,0,,,,0.0,0.0,17,10.1,172,1,0,2,,Will Dissly,DissWi00
2024,28,LAC,TE,15,8,64,50,481,9.6,2,24,54.7,29,3.3,32.1,78.1,7.5,0,0,0,0,,,,0.0,0.0,50,9.6,481,2,0,5,,Will Dissly,DissWi00
2025,29,LAC,TE,9,2,16,11,97,8.8,0,5,50.0,18,1.2,10.8,68.8,6.1,0,0,0,0,,,,0.0,0.0,11,8.8,97,0,0,1,,Will Dissly,DissWi00
