Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2017*,22,NOR,RB,41,16,3,466,,0,,44,,Alvin Kamara,KamaAl00
2018*,23,NOR,RB,41,15,13,658,,0,,43,,Alvin Kamara,KamaAl00
2019*,24,NOR,RB,41,14,9,626,,0,,11,,Alvin Kamara,KamaAl00
2020*,25,NOR,RB,41,15,10,659,,0,,7,,Alvin Kamara,KamaAl00
2021*,26,NOR,RB,41,13,10,627,,0,,4,,Alvin Kamara,KamaAl00
2022,27,NOR,RB,41,15,13,642,,0,,1,,Alvin Kamara,KamaAl00
2023,28,NOR,RB,41,13,12,558,,0,,0,,Alvin Kamara,KamaAl00
2024,29,NOR,RB,41,14,14,641,,0,,0,,Alvin Kamara,KamaAl00
2025,30,NOR,RB,41,11,11,457,,0,,0,,Alvin Kamara,KamaAl00
