Season,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds_Lost,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,Player,PlayerID
2021,22,JAX,QB,17,17,3-14-0,359,602,59.6,3641,12,2.0,17,2.8,177,44.6,58,6.0,5.18,10.1,214.2,71.9,39.1,32,238,5.05,5.37,4.54,1,2,7,,Trevor Lawrence,LawrTr00
2022,23,JAX,QB,17,17,9-8-0,387,584,66.3,4113,25,4.3,8,1.4,206,48.1,59,7.0,7.28,10.6,241.9,95.2,56.1,27,184,4.42,6.43,6.66,3,2,14,"PB,AP MVP-7,AP CPoY-12",Trevor Lawrence,LawrTr00
2023,24,JAX,QB,16,16,8-8-0,370,564,65.6,4016,21,3.7,14,2.5,179,46.4,65,7.1,6.75,10.9,251.0,88.5,56.9,35,224,5.84,6.33,5.98,1,2,14,,Trevor Lawrence,LawrTr00
2024,25,JAX,QB,10,10,2-8-0,172,284,60.6,2045,11,3.9,7,2.5,97,45.4,85,7.2,6.87,11.9,204.5,85.2,56.1,18,140,5.96,6.31,5.99,0,1,6,,Trevor Lawrence,LawrTr00
2025,26,JAX,QB,17,17,13-4-0,341,560,60.9,4007,29,5.2,12,2.1,194,45.8,63,7.2,7.23,11.8,235.7,91.0,58.3,41,247,6.82,6.26,6.32,3,5,15,"AP MVP-5,AP CPoY-4",Trevor Lawrence,LawrTr00
