Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2021,22,JAX,QB,16,17,17,1078,99%,0,0%,0,0%,Trevor Lawrence,LawrTr00
2023,24,JAX,QB,16,16,16,1047,95%,0,0%,0,0%,Trevor Lawrence,LawrTr00
2024,25,JAX,QB,16,10,10,536,89%,0,0%,0,0%,Trevor Lawrence,LawrTr00
2025,26,JAX,QB,16,14,14,925,97%,0,0%,0,0%,Trevor Lawrence,LawrTr00
