Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2021,22,JAX,QB,17,17,359,602,4745,7.9,2004,5.6,3.3,1637,4.6,8,18,3,33,5.7,119,20.5,414,71.3,2.4,147,67,52,151,22.6,33,7.3,74,527,52,450,18,77,124,1013,,Trevor Lawrence,LawrTr00
2022,23,JAX,QB,17,17,387,584,4328,7.4,2111,5.5,3.6,2002,5.2,17,16,2,40,7.1,85,15.0,431,76.1,2.2,158,45,39,111,17.5,24,9.1,64,449,56,434,4,15,140,1265,"PB,AP MVP-7,AP CPoY-12",Trevor Lawrence,LawrTr00
2023,24,JAX,QB,16,16,370,564,4633,8.2,2244,6.1,4.0,1772,4.8,16,12,0,24,4.3,104,18.8,410,74.3,2.2,158,39,42,116,18.1,42,7.9,77,510,65,449,10,61,85,875,,Trevor Lawrence,LawrTr00
2024,25,JAX,QB,10,10,172,284,2641,9.3,1211,7.0,4.3,834,4.8,4,9,1,15,5.5,47,17.2,202,73.7,2.4,71,13,17,48,15.2,13,8.1,35,302,32,286,3,16,59,620,,Trevor Lawrence,LawrTr00
2025,26,JAX,QB,14,14,273,457,3952,8.6,1897,6.9,4.2,1313,4.8,16,11,3,40,9.0,67,15.1,322,72.7,2.3,113,38,26,96,18.4,34,7.6,25,100,20,87,5,13,104,762,,Trevor Lawrence,LawrTr00
