Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2022,23,JAX,RB,1,17,12,669,,0,,0,,Travis Etienne,EtieTr00
2023,24,JAX,RB,1,17,17,856,,0,,0,,Travis Etienne,EtieTr00
2024,25,JAX,RB,1,15,15,494,,0,,0,,Travis Etienne,EtieTr00
2025,26,JAX,RB,1,17,16,691,,0,,0,,Travis Etienne,EtieTr00
